SAMPLING EVENT IDENTIFIER,COMMON NAME,OBSERVATION COUNT
S80659970,Canada Goose,6
S80659970,Black-crowned Night-Heron,4
S80659970,Ruddy Duck,9
S80659970,Northern Shoveler,39
S80659970,Gadwall,2
S80659970,Turkey Vulture,2
S80659970,American Coot,6
S80659970,Song Sparrow,2
S80723839,Northern Flicker,1
S80723839,Bushtit,8
S80723839,Spotted Towhee,2
S80723839,Townsend's Warbler,1
S80723839,California Towhee,1
S80723839,Chestnut-backed Chickadee,2
S80723839,American Robin,6
S80723839,Dark-eyed Junco,2
S80656358,Carolina Chickadee,1
S80656358,Common Raven,3
S80656358,Red-bellied Woodpecker,1
S80656358,Pileated Woodpecker,1
S80656358,Blue Jay,4
S80656358,American Goldfinch,2
S80656358,Downy Woodpecker,1
S80656358,Eastern Towhee,1
S80656358,Golden-crowned Kinglet,1
S80656358,Carolina Wren,1
S80382498,Northern Flicker,1
S80382498,White-throated Sparrow,1
S80382498,Double-crested Cormorant,6
S80382498,Canada Goose,7
S80382498,Red-bellied Woodpecker,1
S80382498,Belted Kingfisher,1
S80382498,Downy Woodpecker,2
S80382498,Tufted Titmouse,2
S80382498,Ruby-crowned Kinglet,1
S80382498,Hermit Thrush,1
S80382498,Brown Creeper,2
S80382498,Dark-eyed Junco,3
S80382498,Turkey Vulture,1
S80382498,Carolina Chickadee,1
S80382498,Mourning Dove,2
S80382498,Winter Wren,1
S80382498,Great Blue Heron,4
S80382498,Yellow-rumped Warbler,2
S80382498,Northern Cardinal,1
S80382498,Barred Owl,1
S80382498,Pine Warbler,1
S80378372,American Kestrel,1
S80378372,Song Sparrow,3
S80378372,House Finch,2
S80378372,Black Vulture,6
S80378372,Northern Cardinal,14
S80378372,White-throated Sparrow,9
S80378372,Pileated Woodpecker,1
S80378372,Yellow-rumped Warbler,2
S80378372,Eastern Bluebird,8
S80378372,Carolina Wren,3
S80378372,European Starling,6
S80378372,Red-bellied Woodpecker,1
S80378372,Northern Mockingbird,1
S80378372,White-breasted Nuthatch,1
S80378372,Downy Woodpecker,1
S80378372,American Robin,1
S80378372,Tufted Titmouse,2
S80378372,Carolina Chickadee,2
S80378372,American Crow,6
S80378372,Turkey Vulture,2
S80374139,Heermann's Gull,6
S80374139,Whimbrel,12
S80374139,California Gull,20
S80374139,Marbled Godwit,14
S80374139,Turkey Vulture,1
S80374139,California Towhee,1
S80374139,Golden-crowned Sparrow,2
S80374139,Lesser Goldfinch,2
S80374139,Long-billed Curlew,6
S80374139,Pine Siskin,1
S80374139,Northern Mockingbird,2
S80374139,White-crowned Sparrow,6
S80374139,Sanderling,60
S80374139,American Goldfinch,1
S80374139,Anna's Hummingbird,2
S80357835,Northern Gannet,7
S80486763,Great Blue Heron,1
S80486763,Common Merganser,1
S80486763,Spotted Towhee,4
S80486763,Common Gallinule,1
S80486763,Acorn Woodpecker,4
S80486763,Canada Goose,27
S80486763,American Coot,5
S80486763,Ring-necked Duck,3
S80486763,Red-winged Blackbird,2
S80486763,Cassin's Finch,4
S80486763,Killdeer,1
S80486763,Black Phoebe,1
S80486763,Mourning Dove,2
S80486763,Golden-crowned Sparrow,2
S80486763,Wood Duck,3
S80486763,California Quail,1
S80486763,White-crowned Sparrow,2
S80486763,Mallard,5
S80453483,Great Horned Owl,3
S80467077,Common Merganser,3
S80467077,American Coot,18
S80467077,Mallard,20
S80595504,Barn Owl,2
S80607093,Carolina Wren,6
S80607093,Bald Eagle,1
S80607093,American Crow,7
S80607093,Belted Kingfisher,1
S80607093,Turkey Vulture,3
S80607093,Winter Wren,2
S80607093,Brown Creeper,2
S80607093,Red-shouldered Hawk,2
S80607093,Red-bellied Woodpecker,2
S80607093,Mallard,1
S80607093,Northern Mockingbird,1
S80607093,Pileated Woodpecker,1
S80607093,Northern Cardinal,3
S80607093,Great Blue Heron,2
S80607093,Northern Flicker,1
S80607093,Blue Jay,2
S80607093,Swamp Sparrow,1
S80607093,Double-crested Cormorant,8
S80607093,Canada Goose,11
S80720208,Northern Cardinal,10
S80720208,Eastern Bluebird,4
S80720208,White-breasted Nuthatch,1
S80720208,Blue Jay,5
S80720208,Mourning Dove,4
S80720208,Tufted Titmouse,3
S80720208,Carolina Chickadee,2
S80720208,Golden-crowned Kinglet,1
S80720208,Downy Woodpecker,1
S80720208,Red-bellied Woodpecker,3
S80720208,Northern Mockingbird,3
S80720208,Turkey Vulture,6
S80720208,American Robin,1
S80720208,Red-tailed Hawk,1
S80720208,Carolina Wren,3
S80720208,American Goldfinch,2
S80720208,Song Sparrow,3
S80720208,White-throated Sparrow,2
S80720208,House Sparrow,13
S80720208,American Crow,7
S80720208,American Kestrel,1
S80581138,White-breasted Nuthatch,1
S80581138,Bushtit,12
S80581138,Spotted Towhee,1
S80581138,Anna's Hummingbird,1
S80581138,Eurasian Collared-Dove,6
S80581138,Cedar Waxwing,15
S80581138,Yellow-rumped Warbler,1
S80581138,Mallard,6
S80581138,Red-shouldered Hawk,1
S80581138,blackbird sp.,25
S80581138,Steller's Jay,1
S80581138,House Finch,5
S80726280,Turkey Vulture,3
S80726280,White-throated Sparrow,3
S80726280,Rock Pigeon,25
S80726280,American Crow,1
S80726280,Northern Mockingbird,1
S80726280,Northern Cardinal,4
S80726280,Mourning Dove,3
S80726280,Carolina Wren,1
S80726280,European Starling,4
S80726280,Tufted Titmouse,3
S80726280,Song Sparrow,3
S80726280,Canada Goose,20
S80728438,Cackling Goose,3
S80728438,Canada Goose,10
S80728438,duck sp.,4
S80728438,Common Grackle,200
S80728438,Cackling/Canada Goose,1
S80728438,Ring-necked Duck,14
S80728439,duck sp.,4
S80728439,Ring-necked Duck,14
S80728439,Common Grackle,200
S80728439,Cackling Goose,3
S80728439,Canada Goose,10
S80728439,Cackling/Canada Goose,1
S80686132,Say's Phoebe,1
S80686132,Marbled Godwit,4
S80686132,House Finch,3
S80686132,Whimbrel,6
S80686132,Black Phoebe,2
S80686132,Willet,5
S80686132,Anna's Hummingbird,2
S80686132,Sanderling,40
S80686132,Bewick's Wren,2
S80686132,gull sp.,X
S80686136,Willet,5
S80686136,House Finch,3
S80686136,gull sp.,X
S80686136,Anna's Hummingbird,2
S80686136,Sanderling,40
S80686136,Bewick's Wren,2
S80686136,Whimbrel,6
S80686136,Say's Phoebe,1
S80686136,Black Phoebe,2
S80686136,Marbled Godwit,4
S80784032,Common Raven,2
S80784032,Ruddy Duck,8
S80784032,Bufflehead,1
S80784032,Pied-billed Grebe,3
S80784032,Ring-necked Duck,150
S80784032,American Coot,300
S80784032,Redhead,6
S90027830,Red Crossbill,14
S80376409,Hairy Woodpecker,1
S80376409,White-throated Sparrow,1
S80376409,Turkey Vulture,1
S80376409,Red-bellied Woodpecker,3
S80376409,Mourning Dove,5
S80376409,House Sparrow,12
S80376409,Downy Woodpecker,1
S80376409,Carolina Chickadee,4
S80376409,Tufted Titmouse,5
S80376409,Northern Mockingbird,2
S80376409,American Goldfinch,35
S80376409,Blue Jay,3
S80376409,Northern Flicker,1
S80376409,Carolina Wren,1
S80376409,American Crow,6
S80376409,American Robin,24
S80376409,House Finch,4
S80376409,Northern Cardinal,8
S80376409,European Starling,4
S80376409,White-breasted Nuthatch,1
S80376409,Red-breasted Nuthatch,1
S80376409,Black Vulture,1
S80376409,Eastern Bluebird,1
S80284438,American Coot,3
S80284438,Greater Roadrunner,1
S80284438,Great Blue Heron,1
S80284438,Loggerhead Shrike,2
S80284438,Ruddy Duck,2
S80284438,Common Raven,1
S80284439,Ruddy Duck,2
S80284439,Loggerhead Shrike,2
S80284439,American Coot,3
S80284439,Common Raven,1
S80284439,Great Blue Heron,1
S80284439,Greater Roadrunner,1
S80357405,Pied-billed Grebe,1
S80357405,Greater White-fronted Goose,5
S80357405,Mourning Dove,2
S80357405,Rock Pigeon,1
S80357405,European Starling,47
S80357405,Eastern Meadowlark,2
S80357405,Pileated Woodpecker,2
S80357405,Dark-eyed Junco,26
S80357405,Carolina Chickadee,3
S80357405,Mallard,3
S80357405,Tufted Titmouse,2
S80357405,Eastern Bluebird,2
S80357405,Red-tailed Hawk,3
S80357405,Northern Cardinal,6
S80357405,American Robin,14
S80357405,Northern Flicker,2
S80357405,Red-bellied Woodpecker,1
S80357405,Mute Swan,6
S80636920,American Crow,6
S80636920,Carolina Wren,1
S80636920,Mourning Dove,2
S80636920,Song Sparrow,4
S80636920,European Starling,27
S80636920,Northern Mockingbird,1
S80636920,House Sparrow,27
S80636920,Rock Pigeon,1
S80785300,Willet,3
S80785300,Ring-billed Gull,500
S80785300,Eurasian Wigeon,1
S80785300,Common Goldeneye,80
S80785300,Song Sparrow,8
S80785300,Green-winged Teal,100
S80785300,American Coot,100
S80785300,Western Grebe,6
S80785300,Greater Yellowlegs,7
S80785300,American Pipit,30
S80785300,Turkey Vulture,5
S80785300,Brewer's Blackbird,50
S80785300,White-tailed Kite,1
S80785300,Iceland Gull,10
S80785300,Pied-billed Grebe,5
S80785300,Red-winged Blackbird,30
S80785300,Savannah Sparrow,18
S80785300,Marsh Wren,5
S80785300,Redhead,7
S80785300,Marbled Godwit,20
S80785300,American Wigeon,120
S80785300,House Finch,4
S80785300,Least Sandpiper,200
S80785300,Yellow-rumped Warbler,3
S80785300,Common Gallinule,2
S80785300,Eared Grebe,10
S80785300,Herring Gull,500
S80785300,Long-billed Dowitcher,10
S80785300,Bushtit,14
S80785300,Herring x Glaucous-winged Gull (hybrid),5
S80785300,Killdeer,5
S80785300,Clark's Grebe,1
S80785300,American White Pelican,5
S80785300,Canvasback,150
S80785300,American Avocet,150
S80785300,California Gull,5000
S80785300,Northern Shoveler,200
S80785300,Western Gull,5
S80785300,Greater Scaup,10
S80785300,Cinnamon Teal,6
S80785300,Great Blue Heron,2
S80785300,Bufflehead,15
S80785300,Gadwall,20
S80785300,Black-crowned Night-Heron,40
S80785300,Common Raven,12
S80785300,White-crowned Sparrow,25
S80785300,Ruddy Duck,600
S80785300,Northern Harrier,3
S80785300,Greater/Lesser Scaup,100
S80785300,Double-crested Cormorant,6
S80785300,Snowy Egret,5
S80785300,Western x Glaucous-winged Gull (hybrid),20
S80785300,Long-billed Curlew,100
S80785300,Short-billed/Long-billed Dowitcher,20
S80785300,Lesser Scaup,20
S80785300,Black-necked Stilt,20
S80785300,Mallard,40
S80785300,Dunlin,1
S80785300,Black-bellied Plover,1
S80785300,Rock Pigeon,10
S80785300,Larus sp.,10000
S80785301,Herring x Glaucous-winged Gull (hybrid),5
S80785301,Bufflehead,15
S80785301,Double-crested Cormorant,6
S80785301,Common Raven,12
S80785301,Western x Glaucous-winged Gull (hybrid),20
S80785301,Cinnamon Teal,6
S80785301,White-crowned Sparrow,25
S80785301,Western Gull,5
S80785301,Black-bellied Plover,1
S80785301,Herring Gull,500
S80785301,Ring-billed Gull,500
S80785301,Western Grebe,6
S80785301,Dunlin,1
S80785301,Snowy Egret,5
S80785301,American Coot,100
S80785301,White-tailed Kite,1
S80785301,Canvasback,150
S80785301,Great Blue Heron,2
S80785301,Black-necked Stilt,20
S80785301,Marsh Wren,5
S80785301,American Avocet,150
S80785301,House Finch,4
S80785301,Common Goldeneye,80
S80785301,American Pipit,30
S80785301,Iceland Gull,10
S80785301,Northern Shoveler,200
S80785301,Marbled Godwit,20
S80785301,Redhead,7
S80785301,Song Sparrow,8
S80785301,Eared Grebe,10
S80785301,Long-billed Curlew,100
S80785301,Clark's Grebe,1
S80785301,Gadwall,20
S80785301,Black-crowned Night-Heron,40
S80785301,American Wigeon,120
S80785301,Short-billed/Long-billed Dowitcher,20
S80785301,Greater/Lesser Scaup,100
S80785301,Eurasian Wigeon,1
S80785301,Rock Pigeon,10
S80785301,Greater Yellowlegs,7
S80785301,Mallard,40
S80785301,Long-billed Dowitcher,10
S80785301,Northern Harrier,3
S80785301,Ruddy Duck,600
S80785301,Brewer's Blackbird,50
S80785301,Pied-billed Grebe,5
S80785301,Turkey Vulture,5
S80785301,Lesser Scaup,20
S80785301,Least Sandpiper,200
S80785301,Willet,3
S80785301,Common Gallinule,2
S80785301,California Gull,5000
S80785301,Bushtit,14
S80785301,Killdeer,5
S80785301,Yellow-rumped Warbler,3
S80785301,American White Pelican,5
S80785301,Green-winged Teal,100
S80785301,Greater Scaup,10
S80785301,Red-winged Blackbird,30
S80785301,Savannah Sparrow,18
S80785301,Larus sp.,10000
S80546201,Red-bellied Woodpecker,2
S80546201,European Starling,10
S80546201,Downy Woodpecker,1
S80546201,Cedar Waxwing,5
S80546201,Blue Jay,10
S80546201,Northern Flicker,1
S80546201,Ruddy Duck,10
S80546201,Red-winged Blackbird,20
S80546201,Gadwall,1
S80546201,Golden-crowned Kinglet,2
S80546201,Killdeer,1
S80546201,Eastern Towhee,1
S80546201,House Finch,2
S80546201,Red-shouldered Hawk,1
S80546201,Ring-billed Gull,100
S80546201,Mourning Dove,1
S80546201,Tufted Titmouse,2
S80546201,Eastern Bluebird,2
S80546201,White-throated Sparrow,14
S80546201,Carolina Wren,2
S80546201,Great Blue Heron,1
S80546201,Canada Goose,4
S80546201,Bald Eagle,3
S80546201,American Crow,3
S80546201,Dark-eyed Junco,2
S80546201,Hooded Merganser,8
S80546201,Northern Cardinal,3
S80546201,Bufflehead,2
S80546201,Song Sparrow,1
S80739516,Lesser Goldfinch,35
S80739516,Mourning Dove,1
S80739516,Anna's Hummingbird,2
S80739516,Bewick's Wren,1
S80739516,Chestnut-backed Chickadee,2
S80739516,Band-tailed Pigeon,1
S80739516,Nuttall's Woodpecker,1
S80739516,Bushtit,1
S80739516,Dark-eyed Junco,2
S80739516,Townsend's Warbler,1
S80739516,Pine Siskin,8
S80739516,American Crow,1
S80739516,House Finch,1
S80414399,House Sparrow,18
S80414399,Rock Pigeon,2
S80414399,European Starling,2
S80414399,Mourning Dove,2
S82181174,American Crow,2
S82181174,sparrow sp.,9
S82181174,Northern Flicker,14
S82181174,Carolina Chickadee,1
S82181174,Red-bellied Woodpecker,1
S82181174,Blue Jay,1
S82181174,Pileated Woodpecker,1
S82181174,Eastern Bluebird,3
S82181174,Red-tailed Hawk,1
S80490845,Mourning Dove,1
S80490845,Northern Cardinal,2
S80490845,Red-bellied Woodpecker,1
S80490845,Ruby-crowned Kinglet,1
S80490845,White-throated Sparrow,25
S80490845,Song Sparrow,2
S80490845,Carolina Chickadee,2
S80311112,Brown-headed Cowbird,5
S80311112,Red-winged Blackbird,3
S80584140,White-crowned Sparrow,1
S80584140,Dark-eyed Junco,16
S80584140,Black-capped Chickadee,1
S80584140,Golden Eagle,1
S80584140,Woodhouse's Scrub-Jay,3
S80584140,Mountain Chickadee,2
S80584140,Cassin's Finch,1
S80584140,Townsend's Solitaire,1
S80584140,House Finch,1
S80584140,Western Bluebird,2
S80584140,American Goldfinch,1
S80421187,American Crow,20
S80421187,European Starling,4
S80421187,California Thrasher,2
S80421187,Turkey Vulture,3
S80421187,Pygmy Nuthatch,7
S80421187,Steller's Jay,3
S80421187,Anna's Hummingbird,3
S80421187,Oak Titmouse,2
S80421187,Band-tailed Pigeon,67
S80421187,Dark-eyed Junco,12
S80421187,Spotted Towhee,2
S80421187,Red-shouldered Hawk,1
S80421187,Wrentit,1
S80421187,White-throated Sparrow,2
S80421187,Pine Siskin,6
S80421187,Red-tailed Hawk,2
S80421187,California Scrub-Jay,7
S80421187,Acorn Woodpecker,14
S80421187,White-crowned Sparrow,1
S80421187,Lesser Goldfinch,6
S80421187,Golden-crowned Sparrow,8
S80421187,Bewick's Wren,1
S80421187,House Finch,5
S80421187,California Quail,8
S80421187,Common Raven,4
S80421187,California Towhee,2
S80421187,Nuttall's Woodpecker,2
S80421187,Chestnut-backed Chickadee,6
S80256882,Great Horned Owl,1
S80426693,Yellow-rumped Warbler,2
S80426693,Eastern Bluebird,9
S80426693,Song Sparrow,1
S80426693,American Crow,2
S80426693,Carolina Chickadee,2
S80426693,Northern Cardinal,7
S80426693,House Finch,2
S80426693,White-throated Sparrow,3
S80426693,Blue Jay,1
S80426693,Carolina Wren,2
S80426693,Northern Mockingbird,1
S80327972,American Crow,3
S80327972,European Starling,10
S80327972,Carolina Wren,2
S80327972,White-throated Sparrow,1
S80327972,Northern Mockingbird,1
S80327972,Turkey Vulture,1
S80327972,Blue Jay,3
S80327972,Yellow-rumped Warbler,1
S80327972,House Finch,4
S80327972,Tufted Titmouse,2
S80327972,Northern Cardinal,2
S80327972,Carolina Chickadee,2
S80327972,Eastern Bluebird,4
S80335155,California Scrub-Jay,1
S80434446,Townsend's Warbler,1
S80434446,California Towhee,1
S80434446,House Finch,1
S80434446,Yellow-rumped Warbler,1
S80434446,Chestnut-backed Chickadee,1
S80434446,Lesser Goldfinch,7
S80434446,Bewick's Wren,1
S80434446,Pine Siskin,4
S80434446,Anna's Hummingbird,2
S80434446,Mourning Dove,1
S80434446,Dark-eyed Junco,2
S80434446,American Crow,2
S80468001,Anna's Hummingbird,2
S80468001,Rock Pigeon,1
S80468001,House Finch,12
S80468001,White-crowned Sparrow,1
S80468001,Ruby-crowned Kinglet,1
S80468001,Black Phoebe,2
S80545908,Lesser Scaup,2
S80545908,Ring-billed Gull,8
S80545908,Brown Pelican,2
S80545908,Bufflehead,5
S80545908,Canada Goose,4
S80545908,Herring Gull,2
S80545908,Ruddy Duck,130
S80545908,Horned Grebe,3
S80545908,Great Blue Heron,2
S80545908,American Crow,8
S80545908,Double-crested Cormorant,6
S80545908,European Starling,11
S80545908,Great Black-backed Gull,1
S80514079,Eastern Bluebird,2
S80514079,Mourning Dove,2
S80514079,Canada Goose,2
S80514079,Great Blue Heron,1
S80514079,Herring Gull,5
S80515815,Mourning Dove,1
S80515815,Chipping Sparrow,2
S80515815,American Robin,2
S80515815,European Starling,24
S80515815,American Crow,1
S80515815,House Sparrow,15
S80515815,House Finch,2
S80660780,Lesser Goldfinch,X
S80660780,Lincoln's Sparrow,1
S80660780,Dark-eyed Junco,X
S80660780,White-crowned Sparrow,X
S80660780,Anna's Hummingbird,X
S80660780,Purple Finch,X
S80660780,Western Bluebird,3
S80660780,American Goldfinch,X
S80660780,California Towhee,X
S80660780,Golden-crowned Sparrow,X
S80660780,Pine Siskin,X
S80660780,House Finch,X
S80669865,Northern Mockingbird,1
S80669865,Blue Jay,1
S80669865,Yellow-rumped Warbler,1
S80669865,Eastern Bluebird,8
S80669865,Black Vulture,2
S80669865,Carolina Chickadee,2
S80669865,White-throated Sparrow,6
S80669865,American Robin,9
S80669865,Tufted Titmouse,3
S80669865,Song Sparrow,1
S80669865,House Finch,7
S80669865,Dark-eyed Junco,10
S80669865,Turkey Vulture,5
S80669865,Sharp-shinned Hawk,1
S80669865,Downy Woodpecker,1
S80669865,White-breasted Nuthatch,1
S80669865,Northern Cardinal,3
S80669865,American Crow,2
S80669865,Mourning Dove,3
S80669865,European Starling,16
S80669865,Carolina Wren,2
S80810707,Canada Goose,10
S81030792,Great Horned Owl,1
S80713816,Bushtit,1
S80713816,Northern Shoveler,10
S80713816,Northern Flicker,1
S80713816,American Coot,20
S80713816,White-crowned Sparrow,10
S80713816,Western Bluebird,2
S80713816,Violet-green Swallow,1
S80713816,Bewick's Wren,1
S80713816,Western Meadowlark,10
S80713816,Gadwall,6
S80713816,California Scrub-Jay,2
S80713816,Blue-gray Gnatcatcher,2
S80713816,Downy Woodpecker,1
S80713816,Lincoln's Sparrow,1
S80713816,Marsh Wren,2
S80713816,Golden-crowned Sparrow,10
S80713816,Song Sparrow,4
S80713816,Ruddy Duck,20
S80713816,Yellow-rumped Warbler,4
S80713816,House Finch,8
S80713816,Double-crested Cormorant,1
S80713816,Black Phoebe,2
S80713816,Ruby-crowned Kinglet,2
S80713816,Western Gull,2
S80713816,American White Pelican,3
S80713816,Mallard,3
S80713816,Red-tailed Hawk,2
S80713816,American Crow,5
S80713816,Rock Pigeon,50
S80713816,Tree Swallow,20
S80713816,Common Yellowthroat,3
S80713816,California Gull,1
S80713816,Red-winged Blackbird,5
S80713816,Canada Goose,3
S80713816,American Kestrel,1
S80713816,California Towhee,2
S80847787,Eurasian Collared-Dove,4
S80243572,American Robin,1
S80243572,Song Sparrow,2
S80243572,House Sparrow,25
S80243572,European Starling,21
S80243572,American Crow,4
S80243572,Carolina Wren,2
S80243572,Mourning Dove,1
S80301310,House Finch,2
S80301310,Northern Cardinal,2
S80301310,European Starling,17
S80301310,American Goldfinch,1
S80313187,Oak Titmouse,1
S80313187,Dark-eyed Junco,8
S80313187,California Towhee,2
S80313187,White-breasted Nuthatch,2
S80313187,Chestnut-backed Chickadee,4
S80313187,House Finch,6
S80313187,Lesser Goldfinch,2
S80313187,Anna's Hummingbird,1
S80396890,Anna's Hummingbird,3
S80396890,American Goldfinch,7
S80396890,California Scrub-Jay,2
S80396890,House Finch,1
S80396890,Rock Pigeon,3
S80396890,Pine Siskin,3
S80396890,Cedar Waxwing,9
S80396890,American Crow,9
S80396890,Lesser Goldfinch,8
S80396890,Mourning Dove,1
S80396890,Yellow-rumped Warbler,1
S80396890,Northern Mockingbird,1
S80438694,Pine Siskin,3
S80533192,Redhead,6
S80533192,Mute Swan,3
S80533192,Ring-necked Duck,30
S80533192,Bufflehead,2
S80533192,Gadwall,10
S80533192,American Crow,1
S80533192,Mallard,8
S80533192,Canada Goose,12
S80537440,Hooded Merganser,1
S80535573,Carolina Wren,3
S80535573,Red-shouldered Hawk,1
S80535573,European Starling,29
S80535573,Turkey Vulture,1
S80535573,Northern Mockingbird,2
S80535573,American Crow,3
S80535573,White-throated Sparrow,8
S80535573,Ring-billed Gull,120
S80535573,Ruddy Duck,10
S80535573,Hooded Merganser,3
S80535573,Black Vulture,2
S80535573,Northern Flicker,2
S80535573,American Robin,4
S80535573,Northern Cardinal,2
S80535573,Blue Jay,4
S80535573,Brown Thrasher,1
S80535573,Carolina Chickadee,2
S80535573,Downy Woodpecker,1
S80535573,Hermit Thrush,1
S80535573,Dark-eyed Junco,1
S80535573,Ruby-crowned Kinglet,1
S80535573,Swamp Sparrow,2
S80535573,Song Sparrow,1
S80535573,Golden-crowned Kinglet,2
S80535573,Tufted Titmouse,5
S80538914,California Towhee,1
S80538914,Black Phoebe,1
S80538914,Marsh Wren,2
S80538914,Red-tailed Hawk,2
S80538914,Western Meadowlark,8
S80538914,Ruby-crowned Kinglet,1
S80538914,Say's Phoebe,1
S80538914,Fox Sparrow,1
S80538914,American White Pelican,1
S80538914,Gadwall,2
S80538914,California Scrub-Jay,1
S80538914,Cooper's Hawk,1
S80538914,Anna's Hummingbird,2
S80538914,American Kestrel,1
S80538914,Common Yellowthroat,1
S80538914,Great Egret,1
S80538914,Song Sparrow,4
S80538914,Mallard,12
S80538914,Rock Pigeon,5
S80538914,House Finch,4
S80489655,Great Blue Heron,2
S80489655,Northern Harrier,1
S80489655,Ring-necked Duck,11
S80489655,Ruddy Duck,6
S80489655,American Coot,20
S80489655,Double-crested Cormorant,3
S80489655,Loggerhead Shrike,1
S80539985,Horned Grebe,1
S80539985,Greater Scaup,27
S80539985,European Starling,3
S80539985,Double-crested Cormorant,1
S80539985,Herring Gull,2
S80539985,Great Black-backed Gull,5
S80539985,Brown Pelican,6
S80539985,Ring-billed Gull,105
S80539985,Bufflehead,2
S80539985,Rock Pigeon,9
S80539985,Boat-tailed Grackle,2
S80553961,Yellow-rumped Warbler,5
S80553961,Acorn Woodpecker,2
S80555034,Eastern Bluebird,1
S80555034,Mourning Dove,1
S80555034,Northern Mockingbird,1
S80555034,Barred Owl,2
S80555036,Barred Owl,2
S80555036,Mourning Dove,1
S80555036,Northern Mockingbird,1
S80555036,Eastern Bluebird,1
S80555037,Eastern Bluebird,1
S80555037,Barred Owl,2
S80555037,Mourning Dove,1
S80555037,Northern Mockingbird,1
S80481516,American Crow,4
S80481516,American Coot,20
S80481516,House Finch,12
S80481516,Black Phoebe,4
S80481516,Mourning Dove,2
S80481516,Common Goldeneye,8
S80481516,Oak Titmouse,9
S80481516,Rock Pigeon,75
S80481516,Black-necked Stilt,2
S80481516,Canada Goose,4
S80481516,Ring-necked Duck,14
S80481516,Chestnut-backed Chickadee,2
S80481516,Bufflehead,20
S80481516,Acorn Woodpecker,1
S80481516,Western Gull,1
S80481516,Mallard,3
S80481516,Eurasian Collared-Dove,2
S80481516,Killdeer,2
S80481516,California Scrub-Jay,8
S80481516,Ruddy Duck,8
S80481516,Mallard (Domestic type),2
S80481516,Anna's Hummingbird,2
S80481516,Red-tailed Hawk,2
S80481516,Pied-billed Grebe,1
S80481516,Red Crossbill,1
S80495693,American Crow,2
S80495693,Red-winged Blackbird,1
S80495693,Red-winged Blackbird,5
S80550276,Golden-crowned Sparrow,4
S80550276,Song Sparrow,1
S80555046,Northern Mockingbird,1
S80555046,Mourning Dove,1
S80555046,Eastern Bluebird,1
S80555046,Barred Owl,2
S80608160,Swamp Sparrow,5
S80608160,Mourning Dove,1
S80608160,Carolina Wren,1
S80608160,Tufted Titmouse,1
S80608160,Song Sparrow,3
S80608160,Red-bellied Woodpecker,2
S80608160,Great Blue Heron,1
S80608160,Chipping Sparrow,15
S80608160,Eastern Meadowlark,1
S80608160,Northern Flicker,2
S80608160,Bald Eagle,1
S80608160,Killdeer,2
S80608160,Pine Warbler,1
S80608160,Turkey Vulture,1
S80551949,Winter Wren,1
S80551949,Fish Crow,1
S80720051,Cedar Waxwing,12
S80624025,crow/raven sp.,6
S80624025,Sanderling,250
S80624025,gull sp.,52
S80624025,Snowy Plover,16
S80702491,Dark-eyed Junco,8
S80702491,Lesser Goldfinch,4
S80702491,American Crow,2
S80702491,Chestnut-backed Chickadee,4
S80702491,California Towhee,2
S80702491,Wild Turkey,11
S80702491,Oak Titmouse,1
S80702491,Steller's Jay,2
S80702491,California Scrub-Jay,1
S80702491,Spotted Towhee,1
S80702491,Golden-crowned Sparrow,6
S80702491,American Robin,16
S80702491,House Finch,8
S80702491,Red-shouldered Hawk,2
S80702491,Band-tailed Pigeon,1
S80818516,Northern Shoveler,X
S80818516,Wood Duck,X
S80818516,Double-crested Cormorant,X
S80818516,Lesser Scaup,3
S80818516,Great Blue Heron,X
S80818516,Mallard,X
S80684977,Great Egret,4
S80684977,Green-winged Teal,150
S80684977,Zonotrichia sp.,6
S80684977,White-crowned Sparrow,6
S80684977,Greater/Lesser Scaup,7
S80684977,Ruby-crowned Kinglet,2
S80684977,Turkey Vulture,5
S80684977,Western Gull,4
S80684977,Gadwall,22
S80684977,Black Phoebe,6
S80684977,Virginia Rail,2
S80684977,American Coot,600
S80684977,Bushtit,6
S80684977,Canvasback,26
S80684977,Great Blue Heron,1
S80684977,Yellow-rumped Warbler,4
S80684977,House Finch,9
S80684977,Eurasian Collared-Dove,3
S80684977,Greater Scaup,3
S80684977,Glaucous-winged Gull,1
S80684977,Mallard,5
S80684977,American Wigeon,17
S80684977,Killdeer,2
S80684977,Anna's Hummingbird,2
S80684977,Short-billed/Long-billed Dowitcher,90
S80684977,Lesser Scaup,1
S80684977,Willet,6
S80684977,Common Yellowthroat,3
S80684977,Canada Goose,24
S80684977,Marsh Wren,11
S80684977,Double-crested Cormorant,7
S80684977,Song Sparrow,13
S80684977,White-tailed Kite,1
S80684977,Ruddy Duck,34
S80684977,Northern Harrier,1
S80684977,Red-tailed Hawk,10
S80684977,American Avocet,222
S80684977,Savannah Sparrow,9
S80684977,Greater Yellowlegs,1
S80684977,Golden-crowned Sparrow,3
S80684977,Northern Shoveler,350
S80684977,Peregrine Falcon,1
S80684977,Red-winged Blackbird,4
S80684977,Golden Eagle,1
S80684977,Least Sandpiper,42
S80684977,American Crow,8
S80684977,European Starling,1
S81031124,Yellow-rumped Warbler,4
S81031124,Hermit Thrush,1
S81031124,California Scrub-Jay,6
S81031124,Black Phoebe,1
S81031124,Acorn Woodpecker,4
S81031124,California Towhee,1
S81031124,European Starling,6
