SAMPLING EVENT IDENTIFIER,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,DURATION MINUTES
S80257447,37.79143275677006,-122.46688885604735,2021-02-01,08:10:00,obs328824,58.0
S80304289,37.535027656770055,-88.97661605604735,2021-02-02,08:10:00,obs273701,62.0
S80315581,37.24733905677006,-97.43107435604735,2021-02-02,07:28:00,obs856612,6.0
S80386520,36.95758085677006,-122.06038125604735,2021-02-03,14:37:00,obs141265,30.0
S80538007,37.535027656770055,-88.97661605604735,2021-02-06,14:34:00,obs165598,10.0
S80538008,37.535027656770055,-88.97661605604735,2021-02-06,14:34:00,obs435714,10.0
S80538702,37.535027656770055,-88.97661605604735,2021-02-06,14:25:00,obs165598,7.0
S80538703,37.535027656770055,-88.97661605604735,2021-02-06,14:25:00,obs435714,7.0
S80629208,37.30225225677006,-121.95834395604734,2021-02-07,08:00:00,obs1810117,540.0
S81994858,37.12531475677006,-81.35341285604734,2021-02-02,15:00:00,obs673205,35.0
S80342146,37.59228735677006,-122.32213735604735,2021-02-02,15:53:00,obs551717,96.0
S80600265,37.30225225677006,-121.95834395604734,2021-02-05,08:00:00,obs1810117,510.0
S80380959,37.70251425677006,-97.43898495604735,2021-02-03,16:11:00,obs205547,
S80562718,37.427653756770056,-122.15454385604734,2021-02-06,20:40:00,obs245449,
S80483904,37.37424085677006,-122.09202125604735,2021-02-04,23:30:00,obs222006,
S80345539,37.77234405677006,-122.50350295604734,2021-02-01,17:00:00,obs1222800,45.0
S80282259,37.77234405677006,-122.50350295604734,2021-02-01,10:53:00,obs779285,80.0
S80267633,37.61567225677006,-114.51784785604734,2021-02-01,10:11:00,obs27017,37.0
S80319782,37.177363156770056,-80.90882055604735,2021-02-02,13:12:00,obs424773,
S80378859,37.34608475677006,-76.73791465604734,2021-02-03,11:15:00,obs137730,
S80433910,37.39983865677006,-77.23844825604735,2021-02-04,09:55:00,obs525805,
S80439363,37.20280005677006,-112.98731505604734,2021-02-02,10:46:00,obs277359,80.0
S80439113,37.77234405677006,-122.50350295604734,2021-02-02,13:26:00,obs527468,26.0
S80656815,37.59228735677006,-122.32213735604735,2021-02-08,09:12:00,obs282116,31.0
S80534700,37.613465856770055,-122.49718045604735,2021-02-06,12:10:00,obs115521,5.0
S80541047,37.79564895677006,-94.37120485604734,2021-02-06,10:20:00,obs560870,
S80597436,37.427653756770056,-122.15454385604734,2021-02-07,10:30:00,obs245449,
S80533042,37.60456975677006,-122.48532885604735,2021-02-06,11:22:00,obs115521,32.0
S80339136,37.427653756770056,-122.15454385604734,2021-02-02,15:44:00,obs245449,46.0
S80505261,37.66066845677006,-77.57371245604735,2021-02-04,10:30:00,obs680855,90.0
S80505231,37.66066845677006,-77.57371245604735,2021-02-03,11:12:00,obs680855,120.0
S80608397,37.279455256770056,-121.91003205604734,2021-02-07,12:01:00,obs91079,55.0
S80606048,37.77234405677006,-122.50350295604734,2021-02-03,12:03:00,obs368106,99.0
S80621163,37.427653756770056,-122.15454385604734,2021-02-05,17:35:00,obs649588,5.0
S80621192,37.427653756770056,-122.15454385604734,2021-02-07,16:00:00,obs649588,
S80621143,37.427653756770056,-122.15454385604734,2021-02-03,12:49:00,obs649588,
S80670702,37.27968145677006,-107.88381695604734,2021-02-08,14:48:00,obs120280,14.0
S80668321,37.60362775677006,-121.65199785604734,2021-02-08,09:17:00,obs559085,20.0
S80639889,37.22745915677006,-80.42927795604734,2021-02-08,08:56:00,obs558932,16.0
S80724352,37.279455256770056,-121.91003205604734,2021-02-09,13:22:00,obs91079,53.0
S80776603,37.49457125677006,-84.49695905604734,2021-02-08,11:50:00,obs1535877,
S80776892,37.49457125677006,-84.49695905604734,2021-02-08,12:40:00,obs1535877,
S80734850,37.57918535677006,-122.39108275604734,2021-02-09,17:39:00,obs1914658,36.0
S80378601,37.22745915677006,-80.42927795604734,2021-02-03,15:11:00,obs2147686,80.0
S80590070,37.77234405677006,-122.50350295604734,2021-02-07,07:36:00,obs494347,51.0
S80385573,37.63669105677006,-89.14740285604735,2021-02-03,14:10:00,obs962864,
S80383428,37.362274756770056,-122.02616985604735,2021-02-03,14:51:00,obs330298,11.0
S80465650,37.61567225677006,-114.51784785604734,2021-02-05,09:02:00,obs27017,62.0
S80551139,37.24083635677006,-121.97161015604735,2021-02-06,12:05:00,obs1309550,218.0
S80341849,36.954702956770056,-122.05733355604734,2021-02-01,16:00:00,obs900754,60.0
S80414583,37.71924535677006,-121.74575375604735,2021-02-02,17:19:00,obs1490683,32.0
S80698642,37.29359565677006,-80.07075245604734,2021-02-09,10:15:00,obs23140,14.0
S80288045,36.954702956770056,-122.05733355604734,2021-02-01,12:32:00,obs102806,74.0
S80473980,37.179384156770055,-113.37796975604735,2021-02-05,13:04:00,obs169626,9.0
S80708736,37.508120756770055,-89.63900685604735,2021-02-09,06:49:00,obs273897,309.0
S80617722,37.414595756770055,-119.83187205604735,2021-02-07,14:10:00,obs2147288,
S80481416,37.564262756770056,-112.48670585604734,2021-02-05,15:32:00,obs199374,
S80619415,36.954702956770056,-122.05733355604734,2021-02-07,12:35:00,obs244751,
S80416630,37.61567225677006,-114.51784785604734,2021-02-04,09:10:00,obs27017,52.0
S80244029,37.12859675677006,-80.40704485604735,2021-02-01,07:31:00,obs977425,32.0
S80654515,37.549310156770055,-77.47676665604735,2021-02-08,13:14:00,obs368312,7.0
S80256121,37.77612175677006,-90.77587085604735,2021-02-01,10:48:00,obs343797,
S80259835,37.71924535677006,-121.74575375604735,2021-02-01,08:59:00,obs1490683,49.0
S80355697,37.508120756770055,-89.63900685604735,2021-02-03,07:34:00,obs273897,61.0
S80319243,37.71924535677006,-121.74575375604735,2021-02-02,10:14:00,obs1490683,35.0
S80409683,37.36778495677006,-80.05234185604735,2021-02-04,09:55:00,obs424773,9.0
S80410331,37.36778495677006,-80.05234185604735,2021-02-04,09:55:00,obs23140,9.0
S80410338,37.36778495677006,-80.05234185604735,2021-02-04,09:55:00,obs185043,9.0
S80472972,37.414595756770055,-119.83187205604735,2021-02-05,11:07:00,obs2147288,64.0
S80466467,37.71924535677006,-121.74575375604735,2021-02-05,09:34:00,obs1490683,43.0
S80490166,37.62138755677006,-88.48620205604735,2021-02-04,08:15:00,obs788709,45.0
S80503186,37.58715385677006,-77.56331315604734,2021-02-06,08:41:00,obs440760,
S80655939,37.71924535677006,-121.74575375604735,2021-02-08,09:55:00,obs1490683,43.0
S80579973,37.32996505677006,-108.34832535604734,2021-02-06,08:35:00,obs120280,
S80623878,37.663824756770055,-79.08222285604734,2021-02-06,08:10:00,obs1642151,20.0
S80635044,37.415180756770056,-77.25040785604735,2021-02-04,07:28:00,obs751369,10.0
S80427052,36.954702956770056,-122.05733355604734,2021-02-04,09:00:00,obs1200091,45.0
S80328491,36.954702956770056,-122.05733355604734,2021-02-01,13:35:00,obs1203563,79.0
S80339946,36.954702956770056,-122.05733355604734,2021-02-02,15:52:00,obs345476,75.0
S80391724,36.954702956770056,-122.05733355604734,2021-02-03,16:30:00,obs183290,
S80486857,37.377126356770056,-89.64661485604735,2021-02-05,12:00:00,obs136691,50.0
S80439404,37.48905785677006,-122.28061595604734,2021-02-04,15:17:00,obs190570,75.0
S80328672,36.954702956770056,-122.05733355604734,2021-02-02,10:33:00,obs1203563,67.0
S80319602,36.954702956770056,-122.05733355604734,2021-02-01,08:45:00,obs128626,45.0
S80286843,36.954702956770056,-122.05733355604734,2021-02-01,08:25:00,obs183290,
S80553137,37.08437175677006,-81.35537285604734,2021-02-06,15:30:00,obs619713,20.0
S80554508,37.08437175677006,-81.35537285604734,2021-02-06,14:33:00,obs383648,61.0
S80600781,36.954702956770056,-122.05733355604734,2021-02-05,09:00:00,obs200852,225.0
S80605215,37.24083635677006,-121.97161015604735,2021-02-07,10:12:00,obs683510,81.0
S80836752,37.21891775677006,-121.98870385604734,2021-02-08,09:45:00,obs155271,90.0
S80636735,37.12859675677006,-80.40704485604735,2021-02-08,07:17:00,obs977425,35.0
S80683713,37.58661025677006,-77.46585945604734,2021-02-08,07:50:00,obs142036,
S80685286,37.091056456770055,-121.53988375604735,2021-02-08,11:11:00,obs1806696,62.0
S80730132,37.45249975677006,-122.30026585604735,2021-02-09,09:00:00,obs1016051,240.0
S80704775,37.24083635677006,-121.97161015604735,2021-02-09,08:06:00,obs469883,55.0
S80727244,37.25948005677006,-78.31951675604735,2021-02-09,17:36:00,obs217236,10.0
S80786741,36.93060415677006,-88.47062505604734,2021-02-02,17:05:00,obs2150825,125.0
S81948377,37.058814856770056,-120.86778445604735,2021-02-08,,obs128530,
S80473800,37.35205645677006,-76.72889285604734,2021-02-05,15:03:00,obs630761,
S80339094,37.37139775677006,-119.70079685604735,2021-02-02,16:08:00,obs162897,32.0
S80487336,37.62138755677006,-88.48620205604735,2021-02-03,08:10:00,obs788709,90.0
S80491504,37.62138755677006,-88.48620205604735,2021-02-05,07:25:00,obs788709,90.0
S80732950,37.63830745677006,-89.20125835604735,2021-02-09,14:55:00,obs962864,100.0
S80599149,37.77194595677006,-122.47184235604735,2021-02-07,07:35:00,obs194594,129.0
S80703975,37.377126356770056,-89.64661485604735,2021-02-09,09:15:00,obs136691,115.0
S80613135,37.279455256770056,-121.91003205604734,2021-02-07,13:34:00,obs91079,27.0
S80720850,37.24083635677006,-121.97161015604735,2021-02-09,08:00:00,obs1313858,80.0
S80550384,37.24083635677006,-121.97161015604735,2021-02-06,13:54:00,obs291805,65.0
S98250739,37.41632475677006,-76.71532285604734,2021-02-08,09:00:00,obs1389941,180.0
S80364603,37.77635075677006,-121.20318885604735,2021-02-03,08:41:00,obs107465,35.0
S80354228,37.394295756770056,-76.51560185604734,2021-02-03,08:42:00,obs513013,21.0
S80308012,37.394295756770056,-76.51560185604734,2021-02-02,10:13:00,obs513013,15.0
S80450032,37.394295756770056,-76.51560185604734,2021-02-05,08:08:00,obs513013,15.0
S84983070,37.28426255677006,-107.85743315604735,2021-02-05,10:30:00,obs739376,25.0
S80286930,36.92999785677006,-76.00905115604735,2021-02-01,07:35:00,obs507632,155.0
S80478180,37.42526375677006,-79.15507385604734,2021-02-04,12:45:00,obs2190963,
S80478486,37.67588755677006,-89.45010485604735,2021-02-05,09:15:00,obs507922,29.0
S80552021,37.28863745677006,-107.87450295604734,2021-02-06,13:31:00,obs1902798,207.0
S80245611,37.60960385677006,-77.47134745604734,2021-02-01,07:00:00,obs134076,120.0
S80714202,37.39189355677006,-77.28787145604734,2021-02-09,13:34:00,obs873302,120.0
S80524717,36.95758085677006,-122.06038125604735,2021-02-06,09:41:00,obs1315342,26.0
S80426774,37.362274756770056,-122.02616985604735,2021-02-04,12:31:00,obs819064,22.0
S80304292,37.535027656770055,-88.97661605604735,2021-02-02,07:42:00,obs273701,29.0
S80430246,36.95758085677006,-122.06038125604735,2021-02-04,13:57:00,obs1203018,4.0
S80333382,37.65766165677006,-98.26036745604735,2021-02-02,16:04:00,obs403533,24.0
S80384232,37.362274756770056,-122.02616985604735,2021-02-03,14:34:00,obs142270,16.0
S80388259,37.058447656770056,-120.87997535604734,2021-02-03,11:00:00,obs423430,
S80458476,37.29359565677006,-80.07075245604734,2021-02-05,11:06:00,obs1158146,6.0
S80535235,37.288670456770056,-76.61532695604734,2021-02-06,09:15:00,obs773300,103.0
S80538009,37.535027656770055,-88.97661605604735,2021-02-06,14:34:00,obs725955,10.0
S80489325,37.362274756770056,-122.02616985604735,2021-02-05,13:15:00,obs1569210,30.0
S80483015,37.362274756770056,-122.02616985604735,2021-02-05,14:38:00,obs819064,27.0
S80341340,37.362274756770056,-122.02616985604735,2021-02-02,17:34:00,obs1817352,15.0
S80341339,37.362274756770056,-122.02616985604735,2021-02-02,17:34:00,obs1037059,15.0
S80326780,37.362274756770056,-122.02616985604735,2021-02-02,12:52:00,obs1227101,
S80652554,37.23976775677006,-121.84855585604734,2021-02-08,09:27:00,obs1553246,21.0
S80599681,37.30225225677006,-121.95834395604734,2021-02-06,20:00:00,obs1810117,480.0
S80515019,37.24733905677006,-97.43107435604735,2021-02-06,08:04:00,obs856612,5.0
S80606799,37.362274756770056,-122.02616985604735,2021-02-07,12:15:00,obs819064,22.0
S80660347,37.28969025677006,-76.72959655604734,2021-02-08,12:44:00,obs840385,10.0
S80699780,37.179384156770055,-113.37796975604735,2021-02-09,08:15:00,obs268647,
S81876449,36.95758085677006,-122.06038125604735,2021-02-05,14:00:00,obs162721,60.0
S80723398,37.670282656770055,-122.16202555604734,2021-02-02,10:00:00,obs1158631,154.0
S80573600,37.036435956770056,-85.71383055604734,2021-02-07,07:48:00,obs1041679,4.0
S80582825,37.041742756770056,-88.38616185604734,2021-02-07,09:44:00,obs456189,10.0
S80582823,37.041742756770056,-88.38616185604734,2021-02-07,09:44:00,obs102532,10.0
S80270150,37.53761645677006,-122.27840665604734,2021-02-01,10:01:00,obs273117,68.0
S80306789,37.291323756770055,-81.90309485604735,2021-02-01,09:03:00,obs372206,120.0
S80559842,37.549310156770055,-77.47676665604735,2021-02-06,15:46:00,obs810186,3.0
S80483660,37.59228735677006,-122.32213735604735,2021-02-05,09:46:00,obs403144,59.0
S80345512,37.427653756770056,-122.15454385604734,2021-02-01,19:43:00,obs649588,
S80362941,37.79916875677006,-122.48142885604734,2021-02-03,07:56:00,obs328824,50.0
S80261743,37.79564895677006,-94.37120485604734,2021-02-01,11:27:00,obs560870,4.0
S80716574,37.65920675677006,-76.51799785604734,2021-02-07,14:30:00,obs852981,30.0
S80275350,37.279455256770056,-121.91003205604734,2021-02-01,11:29:00,obs91079,60.0
S80301177,37.69458795677006,-77.40528325604734,2021-02-02,07:06:00,obs1282981,35.0
S80321494,37.70552875677006,-89.30546185604734,2021-02-02,13:07:00,obs535937,25.0
S80378545,37.279455256770056,-121.91003205604734,2021-02-03,12:52:00,obs91079,40.0
S80322741,37.77234405677006,-122.50350295604734,2021-02-02,11:22:00,obs1641937,32.0
S80651117,37.61567225677006,-114.51784785604734,2021-02-08,08:56:00,obs27017,27.0
S80593708,37.66066845677006,-77.57371245604735,2021-02-07,12:56:00,obs680855,90.0
S80487319,37.59228735677006,-122.32213735604735,2021-02-05,15:39:00,obs1559797,69.0
S80548031,37.77234405677006,-122.50350295604734,2021-02-06,10:15:00,obs276807,50.0
S80620562,37.77234405677006,-122.50350295604734,2021-02-07,14:54:00,obs601326,57.0
S80662573,37.427653756770056,-122.15454385604734,2021-02-04,11:30:00,obs649588,
S80723405,37.66066845677006,-77.57371245604735,2021-02-09,09:39:00,obs680855,120.0
S80668933,37.27968145677006,-107.88381695604734,2021-02-08,13:42:00,obs120280,65.0
S80668502,37.64276305677006,-90.40896455604734,2021-02-08,15:05:00,obs989309,35.0
S80636446,37.69458795677006,-77.40528325604734,2021-02-08,07:01:00,obs1282981,39.0
S80727752,37.48240275677006,-121.21165185604734,2021-02-09,13:59:00,obs760963,18.0
S80693716,37.64905435677006,-78.78756625604734,2021-02-09,08:00:00,obs940272,38.0
S80731355,37.427653756770056,-122.15454385604734,2021-02-09,15:24:00,obs245449,69.0
S80293261,37.58661025677006,-77.46585945604734,2021-02-01,08:35:00,obs142036,
S80289736,37.61567225677006,-114.51784785604734,2021-02-01,16:44:00,obs27017,29.0
S80338901,37.488493756770055,-108.68362955604735,2021-02-02,15:40:00,obs1770012,57.0
S99998482,37.488493756770055,-108.68362955604735,2021-02-02,15:40:00,obs168526,57.0
S80389184,37.488493756770055,-108.68362955604735,2021-02-03,14:52:00,obs1770012,30.0
S99998485,37.488493756770055,-108.68362955604735,2021-02-03,14:52:00,obs168526,30.0
S80677332,37.21890045677006,-80.40933245604734,2021-02-08,17:50:00,obs343768,41.0
S80787068,36.954702956770056,-122.05733355604734,2021-02-06,12:00:00,obs162721,60.0
S80466136,37.69458795677006,-77.40528325604734,2021-02-05,12:38:00,obs1282981,34.0
S80416581,37.71924535677006,-121.74575375604735,2021-02-04,09:27:00,obs1490683,28.0
S80673010,37.352185756770055,-119.70000585604734,2021-02-08,14:44:00,obs162897,5.0
S80284550,37.21018575677006,-87.16824885604734,2021-02-01,11:07:00,obs271657,360.0
S80715307,36.958195356770055,-122.02533585604735,2021-02-09,11:10:00,obs1381034,35.0
S80674370,37.25948005677006,-78.31951675604735,2021-02-08,17:53:00,obs217236,28.0
S80287857,37.25948005677006,-78.31951675604735,2021-02-01,17:46:00,obs630761,30.0
S80522043,36.954702956770056,-122.05733355604734,2021-02-06,08:22:00,obs1315342,79.0
S80285427,37.25948005677006,-78.31951675604735,2021-02-01,17:20:00,obs217236,56.0
S80283122,37.32656105677006,-122.40067775604734,2021-02-01,12:30:00,obs173455,14.0
S80273569,36.954702956770056,-122.05733355604734,2021-02-01,08:40:00,obs1011866,
S80336528,37.25948005677006,-78.31951675604735,2021-02-02,16:40:00,obs630761,96.0
S80338693,37.30109075677006,-121.99417185604734,2021-02-02,16:34:00,obs2179494,
S80339768,37.32656105677006,-122.40067775604734,2021-02-02,11:52:00,obs994749,30.0
S80485981,37.77179875677006,-122.47248985604735,2021-02-05,15:16:00,obs1304618,58.0
S80369309,37.49013875677006,-120.68201085604734,2021-02-03,09:00:00,obs1548097,75.0
S80434154,37.315495756770055,-122.06394985604734,2021-02-04,15:11:00,obs133005,13.0
S80273588,36.954702956770056,-122.05733355604734,2021-02-01,09:00:00,obs345476,10.0
S80273647,36.954702956770056,-122.05733355604734,2021-02-01,09:00:00,obs553144,10.0
S80438525,36.954702956770056,-122.05733355604734,2021-02-04,15:30:00,obs200852,60.0
S80462248,37.272363756770055,-76.75888585604734,2021-02-05,12:08:00,obs2186073,
S80489698,37.25948005677006,-78.31951675604735,2021-02-05,17:55:00,obs217236,20.0
S80596330,37.79548955677006,-93.31832805604735,2021-02-07,,obs18468,
S80554090,37.33760155677006,-121.70389375604735,2021-02-06,07:46:00,obs61008,
S80487508,37.40658035677006,-122.26875605604734,2021-02-05,13:08:00,obs91229,211.0
S80580285,37.42487095677006,-77.68760805604734,2021-02-07,10:22:00,obs1814406,3.0
S80611311,37.40658035677006,-122.26875605604734,2021-02-07,08:55:00,obs305601,198.0
S80683909,37.58661025677006,-77.46585945604734,2021-02-07,08:50:00,obs142036,
S80662229,37.41632475677006,-76.71532285604734,2021-02-08,09:00:00,obs810108,180.0
S80722918,36.917223756770056,-76.19459585604734,2021-02-09,16:28:00,obs342809,18.0
S80654476,37.11309835677006,-113.62036365604735,2021-02-08,11:18:00,obs169626,
S80690503,37.12859675677006,-80.40704485604735,2021-02-09,07:18:00,obs977425,32.0
S80702032,37.21278545677006,-80.48950235604734,2021-02-09,11:23:00,obs424773,
S80858179,37.25948005677006,-78.31951675604735,2021-02-06,15:10:00,obs1300790,10.0
S80555053,37.08437175677006,-81.35537285604734,2021-02-06,12:09:00,obs854133,39.0
S80262814,37.508120756770055,-89.63900685604735,2021-02-01,07:33:00,obs273897,125.0
S80308597,37.37804975677006,-121.79623385604734,2021-02-01,18:34:00,obs625102,13.0
S80384327,37.21891775677006,-121.98870385604734,2021-02-03,13:41:00,obs1705630,90.0
S80472996,37.21891775677006,-121.98870385604734,2021-02-05,12:03:00,obs310353,10.0
S80619782,37.21891775677006,-121.98870385604734,2021-02-07,14:20:00,obs1037059,53.0
S80646406,37.14053735677006,-113.51691145604734,2021-02-08,08:58:00,obs1212231,10.0
S80700715,37.18916835677006,-93.23263105604734,2021-02-03,14:00:00,obs212883,2.0
S80714273,37.414595756770055,-119.83187205604735,2021-02-09,10:19:00,obs2147288,69.0
S81827881,37.68265155677006,-121.92062435604734,2021-02-08,17:03:00,obs537242,15.0
S80591842,37.508120756770055,-89.63900685604735,2021-02-07,06:51:00,obs273897,287.0
S80385405,37.24083635677006,-121.97161015604735,2021-02-03,13:41:00,obs312929,58.0
S80420755,37.24083635677006,-121.97161015604735,2021-02-04,09:26:00,obs168076,104.0
S80602902,37.24083635677006,-121.97161015604735,2021-02-07,10:52:00,obs115228,28.0
S83909005,37.71924535677006,-121.74575375604735,2021-02-08,07:33:00,obs2333824,120.0
S80290738,37.535027656770055,-88.97661605604735,2021-02-01,17:28:00,obs273701,71.0
S80598921,37.54716175677006,-120.79261185604734,2021-02-07,10:43:00,obs1232351,17.0
S80385621,37.47451575677006,-105.86406985604734,2021-02-03,16:42:00,obs460672,7.0
S80739430,37.42246475677006,-122.10983385604735,2021-02-09,13:00:00,obs2176459,
S80370233,36.95758085677006,-122.06038125604735,2021-02-03,08:46:00,obs1286368,137.0
S80673652,37.36268675677006,-76.74014185604734,2021-02-08,15:34:00,obs452726,
S80648195,36.99982105677006,-121.81064965604735,2021-02-08,08:36:00,obs2091286,
S80250189,36.92999785677006,-76.00905115604735,2021-02-01,07:35:00,obs556891,155.0
S80274602,36.95883975677006,-122.05775985604734,2021-02-01,08:39:00,obs1315342,85.0
S80278396,36.93066975677006,-103.86731385604735,2021-02-01,13:15:00,obs229871,25.0
S80300736,37.535027656770055,-88.97661605604735,2021-02-02,07:02:00,obs273701,30.0
S80326779,37.362274756770056,-122.02616985604735,2021-02-02,12:52:00,obs1043928,
S80339794,36.91704685677006,-94.29398115604734,2021-02-02,16:28:00,obs278374,
S80365090,37.362274756770056,-122.02616985604735,2021-02-03,09:07:00,obs819064,19.0
S80396559,37.362274756770056,-122.02616985604735,2021-02-03,15:00:00,obs1219716,10.0
S80538704,37.535027656770055,-88.97661605604735,2021-02-06,14:25:00,obs725955,7.0
S80555141,37.12531475677006,-81.35341285604734,2021-02-06,13:09:00,obs854133,
S80508303,37.654739656770055,-96.09786865604734,2021-02-05,14:03:00,obs18501,20.0
S80574333,37.03392815677006,-76.46185825604735,2021-02-04,08:00:00,obs2195550,60.0
S80578329,37.106240756770056,-76.42889585604735,2021-02-07,09:50:00,obs543180,9.0
S80578328,37.106240756770056,-76.42889585604735,2021-02-07,09:50:00,obs279010,9.0
S80620420,37.026173056770055,-113.04262215604734,2021-02-06,17:00:00,obs1608920,
S80646150,37.12531475677006,-81.35341285604734,2021-02-06,16:00:00,obs673205,
S80666142,37.23097975677006,-76.72386885604735,2021-02-08,15:20:00,obs137730,15.0
S80727759,36.95758085677006,-122.06038125604735,2021-02-09,14:21:00,obs396542,55.0
S80705937,37.12182595677006,-76.39220275604734,2021-02-09,11:58:00,obs1129461,21.0
S80396204,37.670282656770055,-122.16202555604734,2021-02-02,10:00:00,obs512463,154.0
S80594131,37.24083635677006,-121.97161015604735,2021-02-07,10:00:00,obs1786823,75.0
S80492093,37.24083635677006,-121.97161015604735,2021-02-05,12:01:00,obs1219716,40.0
S80370864,37.76920185677006,-122.38634945604734,2021-02-03,10:53:00,obs230349,22.0
S80412120,37.663824756770055,-79.08222285604734,2021-02-04,09:56:00,obs976171,43.0
S80672681,37.66066845677006,-77.57371245604735,2021-02-08,17:49:00,obs680855,120.0
S80617010,37.178818756770056,-93.21268985604735,2021-02-07,16:51:00,obs1521246,
S80346665,37.59228735677006,-122.32213735604735,2021-02-02,15:53:00,obs939045,96.0
S80676088,36.952938356770055,-122.06677055604735,2021-02-08,15:43:00,obs1456095,18.0
S80479733,37.77234405677006,-122.50350295604734,2021-02-05,07:35:00,obs208479,20.0
S80291166,37.427653756770056,-122.15454385604734,2021-02-01,17:45:00,obs245449,
S80256748,37.53761645677006,-122.27840665604734,2021-02-01,08:12:00,obs264770,45.0
S80265962,37.66066845677006,-77.57371245604735,2021-02-01,11:07:00,obs680855,120.0
S80283389,37.77234405677006,-122.50350295604734,2021-02-01,11:30:00,obs1924810,15.0
S80430027,37.22745915677006,-80.42927795604734,2021-02-04,14:00:00,obs4016,17.0
S80331929,37.279455256770056,-121.91003205604734,2021-02-02,13:32:00,obs91079,31.0
S80337635,37.427653756770056,-122.15454385604734,2021-02-02,15:58:00,obs649588,8.0
S80339114,37.77234405677006,-122.50350295604734,2021-02-02,16:20:00,obs1077236,21.0
S80440086,37.65450905677006,-121.85349695604734,2021-02-01,13:15:00,obs1140634,
S80457995,37.76986335677006,-122.50021995604735,2021-02-03,11:09:00,obs368106,43.0
S80467972,37.59228735677006,-122.32213735604735,2021-02-05,09:46:00,obs30575,59.0
S80505218,37.66066845677006,-77.57371245604735,2021-02-02,10:18:00,obs680855,120.0
S80505286,37.66066845677006,-77.57371245604735,2021-02-05,09:05:00,obs680855,120.0
S80508217,36.99294965677006,-90.13125715604734,2021-02-06,08:13:00,obs136691,45.0
S80515357,37.01297675677006,-88.28389285604734,2021-02-06,10:23:00,obs398649,
S80602089,37.312326856770056,-122.00281195604734,2021-02-07,11:37:00,obs2190560,2.0
S80603280,36.96182175677006,-121.88832225604735,2021-02-07,10:31:00,obs1315342,62.0
S80684098,37.549310156770055,-77.47676665604735,2021-02-05,12:14:00,obs142036,
S80620882,37.65450905677006,-121.85349695604734,2021-02-07,15:39:00,obs1140634,
S80626209,37.427653756770056,-122.15454385604734,2021-02-06,17:59:00,obs649588,
S80666156,37.51258225677006,-122.48151375604735,2021-02-08,12:02:00,obs274532,61.0
S80680749,37.427653756770056,-122.15454385604734,2021-02-08,16:16:00,obs245449,63.0
S80682407,37.52815505677006,-77.51323225604735,2021-02-08,07:45:00,obs1373958,45.0
S81752229,37.22745915677006,-80.42927795604734,2021-02-04,12:30:00,obs2146900,240.0
S80559315,37.77234405677006,-122.50350295604734,2021-02-06,15:57:00,obs494347,80.0
S80709475,37.61567225677006,-114.51784785604734,2021-02-09,07:04:00,obs27017,42.0
S80708689,37.24083635677006,-121.97161015604735,2021-02-09,09:15:00,obs826881,40.0
S80476676,37.549310156770055,-77.47676665604735,2021-02-05,14:51:00,obs1888962,84.0
S80488182,37.29359565677006,-80.07075245604734,2021-02-05,16:00:00,obs1529227,20.0
S80772389,37.446855756770056,-122.16152785604734,2021-02-09,16:48:00,obs330298,
S80674752,37.21890045677006,-80.40933245604734,2021-02-08,17:50:00,obs511621,41.0
S80378992,37.21891775677006,-121.98870385604734,2021-02-03,10:35:00,obs1200091,50.0
S80593327,37.66066845677006,-77.57371245604735,2021-02-06,09:18:00,obs680855,90.0
S80715281,36.916314756770056,-76.12250385604735,2021-02-07,09:25:00,obs856164,65.0
S80335964,37.25948005677006,-78.31951675604735,2021-02-02,17:37:00,obs217236,37.0
S80285010,37.24083635677006,-121.97161015604735,2021-02-01,13:50:00,obs399701,61.0
S80442922,37.463752756770056,-122.42889085604735,2021-02-04,20:27:00,obs287486,
S80259641,37.25948005677006,-78.31951675604735,2021-02-01,12:14:00,obs630761,31.0
S80304730,37.55708655677006,-80.72387035604734,2021-02-01,14:00:00,obs22393,20.0
S80273950,37.25948005677006,-78.31951675604735,2021-02-01,14:37:00,obs145326,35.0
S80277859,36.954702956770056,-122.05733355604734,2021-02-01,12:05:00,obs244751,61.0
S80372712,37.21891775677006,-121.98870385604734,2021-02-03,10:24:00,obs1157697,84.0
S80367385,37.18668875677006,-76.87860035604734,2021-02-03,08:43:00,obs989592,229.0
S80277973,36.954702956770056,-122.05733355604734,2021-02-01,09:25:00,obs211227,15.0
S80412064,37.32656105677006,-122.40067775604734,2021-02-04,08:16:00,obs313645,21.0
S80464065,36.954702956770056,-122.05733355604734,2021-02-04,14:30:00,obs553367,120.0
S80607812,36.954702956770056,-122.05733355604734,2021-02-07,10:00:00,obs1011866,39.0
S80600150,37.24083635677006,-121.97161015604735,2021-02-07,09:10:00,obs1705630,130.0
S80658874,37.70292095677006,-122.19665825604734,2021-02-08,11:03:00,obs184933,23.0
S80622650,36.97302845677006,-121.97485285604735,2021-02-07,16:31:00,obs1280528,
S80659764,37.41632475677006,-76.71532285604734,2021-02-08,09:00:00,obs725487,180.0
S80626067,37.698147756770055,-97.35423885604735,2021-02-06,10:18:00,obs627212,16.0
S80628333,37.024136156770055,-122.04997355604735,2021-02-07,16:27:00,obs129371,84.0
